date,brand,source,medium,campaign,sessions
2026-07-01,PKF,facebook,paid_social,PKF_US_Meta_Conversions,178
2026-07-02,PKF,facebook,paid_social,PKF_US_Meta_Conversions,252
2026-07-03,PKF,facebook,paid_social,PKF_US_Meta_Conversions,208
2026-07-04,PKF,facebook,paid_social,PKF_US_Meta_Conversions,125
2026-07-05,PKF,facebook,paid_social,PKF_US_Meta_Conversions,140
2026-07-06,PKF,facebook,paid_social,PKF_US_Meta_Conversions,289
2026-07-07,PKF,facebook,paid_social,PKF_US_Meta_Conversions,228
2026-07-08,PKF,facebook,paid_social,PKF_US_Meta_Conversions,262
2026-07-09,PKF,facebook,paid_social,PKF_US_Meta_Conversions,227
2026-07-10,PKF,facebook,paid_social,PKF_US_Meta_Conversions,191
2026-07-11,PKF,facebook,paid_social,PKF_US_Meta_Conversions,163
2026-07-12,PKF,facebook,paid_social,PKF_US_Meta_Conversions,195
2026-07-13,PKF,facebook,paid_social,PKF_US_Meta_Conversions,231
2026-07-14,PKF,facebook,paid_social,PKF_US_Meta_Conversions,278
2026-07-15,PKF,facebook,paid_social,PKF_US_Meta_Conversions,351
2026-07-16,PKF,facebook,paid_social,PKF_US_Meta_Conversions,182
2026-07-17,PKF,facebook,paid_social,PKF_US_Meta_Conversions,214
2026-07-18,PKF,facebook,paid_social,PKF_US_Meta_Conversions,154
2026-07-19,PKF,facebook,paid_social,PKF_US_Meta_Conversions,130
2026-07-20,PKF,facebook,paid_social,PKF_US_Meta_Conversions,183
2026-07-21,PKF,facebook,paid_social,PKF_US_Meta_Conversions,252
2026-07-22,PKF,facebook,paid_social,PKF_US_Meta_Conversions,240
2026-07-23,PKF,facebook,paid_social,PKF_US_Meta_Conversions,173
2026-07-24,PKF,facebook,paid_social,PKF_US_Meta_Conversions,181
2026-07-25,PKF,facebook,paid_social,PKF_US_Meta_Conversions,130
2026-07-26,PKF,facebook,paid_social,PKF_US_Meta_Conversions,154
2026-07-27,PKF,facebook,paid_social,PKF_US_Meta_Conversions,204
2026-07-28,PKF,facebook,paid_social,PKF_US_Meta_Conversions,183
2026-07-29,PKF,facebook,paid_social,PKF_US_Meta_Conversions,202
2026-07-30,PKF,facebook,paid_social,PKF_US_Meta_Conversions,264
2026-07-31,PKF,facebook,paid_social,PKF_US_Meta_Conversions,254
2026-05-01,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,152
2026-05-02,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,83
2026-05-03,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,94
2026-05-04,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,113
2026-05-05,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,148
2026-05-06,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,147
2026-05-07,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,129
2026-05-08,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,116
2026-05-09,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,100
2026-05-10,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,108
2026-05-11,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,146
2026-05-12,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,136
2026-05-13,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,162
2026-05-14,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,118
2026-05-15,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,109
2026-05-16,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,89
2026-05-17,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,117
2026-05-18,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,165
2026-05-19,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,104
2026-05-20,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,130
2026-05-21,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,135
2026-05-22,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,100
2026-05-23,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,122
2026-05-24,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,90
2026-05-25,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,171
2026-05-26,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,127
2026-05-27,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,126
2026-05-28,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,157
2026-05-29,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,93
2026-05-30,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,61
2026-05-31,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,89
2026-06-01,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,106
2026-06-02,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,122
2026-06-03,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,193
2026-06-04,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,139
2026-06-05,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,126
2026-06-06,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,87
2026-06-07,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,80
2026-06-08,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,140
2026-06-09,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,144
2026-06-10,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,117
2026-06-11,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,132
2026-06-12,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,146
2026-06-13,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,82
2026-06-14,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,77
2026-06-15,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,118
2026-06-16,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,115
2026-06-17,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,139
2026-06-18,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,152
2026-06-19,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,126
2026-06-20,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,67
2026-06-21,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,92
2026-06-22,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,148
2026-06-23,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,128
2026-06-24,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,157
2026-06-25,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,166
2026-06-26,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,123
2026-06-27,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,110
2026-06-28,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,100
2026-06-29,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,138
2026-06-30,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,132
2026-07-01,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,162
2026-07-02,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,132
2026-07-03,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,147
2026-07-04,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,95
2026-07-05,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,102
2026-07-06,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,139
2026-07-07,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,175
2026-07-08,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,118
2026-07-09,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,165
2026-07-10,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,180
2026-07-11,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,88
2026-07-12,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,87
2026-07-13,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,130
2026-07-14,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,133
2026-07-15,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,131
2026-07-16,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,107
2026-07-17,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,128
2026-07-18,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,99
2026-07-19,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,112
2026-07-20,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,167
2026-07-21,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,138
2026-07-22,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,157
2026-07-23,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,159
2026-07-24,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,131
2026-07-25,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,73
2026-07-26,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,81
2026-07-27,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,133
2026-07-28,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,124
2026-07-29,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,181
2026-07-30,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,141
2026-07-31,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,110
2026-05-01,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,271
2026-05-02,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,231
2026-05-03,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,171
2026-05-04,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,296
2026-05-05,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,189
2026-05-06,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,365
2026-05-07,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,313
2026-05-08,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,328
2026-05-09,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,183
2026-05-10,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,205
2026-05-11,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,261
2026-05-12,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,340
2026-05-13,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,350
2026-05-14,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,287
2026-05-15,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,277
2026-05-16,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,230
2026-05-17,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,175
2026-05-18,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,228
2026-05-19,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,263
2026-05-20,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,370
2026-05-21,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,238
2026-05-22,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,315
2026-05-23,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,294
2026-05-24,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,217
2026-05-25,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,340
2026-05-26,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,318
2026-05-27,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,347
2026-05-28,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,343
2026-05-29,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,227
2026-05-30,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,173
2026-05-31,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,257
2026-06-01,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,268
2026-06-02,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,331
2026-06-03,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,334
2026-06-04,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,358
2026-06-05,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,345
2026-06-06,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,196
2026-06-07,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,165
2026-06-08,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,289
2026-06-09,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,403
2026-06-10,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,312
2026-06-11,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,437
2026-06-12,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,282
2026-06-13,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,206
2026-06-14,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,228
2026-06-15,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,307
2026-06-16,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,303
2026-06-17,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,322
2026-06-18,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,333
2026-06-19,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,355
2026-06-20,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,185
2026-06-21,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,157
2026-06-22,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,400
2026-06-23,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,248
2026-06-24,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,364
2026-06-25,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,317
2026-06-26,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,362
2026-06-27,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,205
2026-06-28,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,251
2026-06-29,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,355
2026-06-30,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,336
2026-07-01,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,391
2026-07-02,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,357
2026-07-03,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,339
2026-07-04,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,175
2026-07-05,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,225
2026-07-06,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,377
2026-07-07,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,343
2026-07-08,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,335
2026-07-09,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,312
2026-07-10,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,369
2026-07-11,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,218
2026-07-12,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,189
2026-07-13,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,386
2026-07-14,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,382
2026-07-15,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,405
2026-07-16,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,462
2026-07-17,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,274
2026-07-18,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,234
2026-07-19,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,180
2026-07-20,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,463
2026-07-21,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,523
2026-07-22,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,383
2026-07-23,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,494
2026-07-24,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,384
2026-07-25,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,235
2026-07-26,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,247
2026-07-27,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,336
2026-07-28,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,439
2026-07-29,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,371
2026-07-30,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,291
2026-07-31,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,382
2026-05-01,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,162
2026-05-02,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,126
2026-05-03,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,92
2026-05-04,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,174
2026-05-05,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,178
2026-05-06,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,206
2026-05-07,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,270
2026-05-08,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,128
2026-05-09,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,124
2026-05-10,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,138
2026-05-11,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,153
2026-05-12,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,275
2026-05-13,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,208
2026-05-14,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,209
2026-05-15,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,206
2026-05-16,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,113
2026-05-17,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,108
2026-05-18,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,176
2026-05-19,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,160
2026-05-20,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,192
2026-05-21,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,212
2026-05-22,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,189
2026-05-23,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,146
2026-05-24,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,137
2026-05-25,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,184
2026-05-26,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,195
2026-05-27,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,139
2026-05-28,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,179
2026-05-29,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,191
2026-05-30,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,125
2026-05-31,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,158
2026-06-01,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,214
2026-06-02,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,241
2026-06-03,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,172
2026-06-04,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,173
2026-06-05,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,186
2026-06-06,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,175
2026-06-07,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,119
2026-06-08,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,251
2026-06-09,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,163
2026-06-10,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,278
2026-06-11,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,156
2026-06-12,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,163
2026-06-13,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,107
2026-06-14,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,94
2026-06-15,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,174
2026-06-16,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,207
2026-06-17,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,221
2026-06-18,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,158
2026-06-19,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,210
2026-06-20,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,136
2026-06-21,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,144
2026-06-22,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,200
2026-06-23,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,204
2026-06-24,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,212
2026-06-25,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,169
2026-06-26,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,165
2026-06-27,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,141
2026-06-28,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,143
2026-06-29,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,243
2026-06-30,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,220
2026-07-01,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,301
2026-07-02,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,166
2026-07-03,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,204
2026-07-04,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,173
2026-07-05,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,158
2026-07-06,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,210
2026-07-07,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,267
2026-07-08,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,203
2026-07-09,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,179
2026-07-10,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,255
2026-07-11,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,186
2026-07-12,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,126
2026-07-13,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,247
2026-07-14,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,225
2026-07-15,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,171
2026-07-16,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,256
2026-07-17,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,269
2026-07-18,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,174
2026-07-19,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,116
2026-07-20,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,184
2026-07-21,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,227
2026-07-22,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,212
2026-07-23,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,231
2026-07-24,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,243
2026-07-25,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,164
2026-07-26,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,125
2026-07-27,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,182
2026-07-28,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,244
2026-07-29,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,229
2026-07-30,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,275
2026-07-31,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,265
2026-05-01,NMB,facebook,paid_social,Campaign #17 - old test,8
2026-05-02,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-03,NMB,facebook,paid_social,Campaign #17 - old test,5
2026-05-04,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-05-05,NMB,facebook,paid_social,Campaign #17 - old test,8
2026-05-06,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-07,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-08,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-09,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-10,NMB,facebook,paid_social,Campaign #17 - old test,4
2026-05-11,NMB,facebook,paid_social,Campaign #17 - old test,10
2026-05-12,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-05-13,NMB,facebook,paid_social,Campaign #17 - old test,9
2026-05-14,NMB,facebook,paid_social,Campaign #17 - old test,5
2026-05-15,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-16,NMB,facebook,paid_social,Campaign #17 - old test,5
2026-05-17,NMB,facebook,paid_social,Campaign #17 - old test,4
2026-05-18,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-05-19,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-20,NMB,facebook,paid_social,Campaign #17 - old test,10
2026-05-21,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-05-22,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-23,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-24,NMB,facebook,paid_social,Campaign #17 - old test,4
2026-05-25,NMB,facebook,paid_social,Campaign #17 - old test,5
2026-05-26,NMB,facebook,paid_social,Campaign #17 - old test,8
2026-05-27,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-05-28,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-05-29,NMB,facebook,paid_social,Campaign #17 - old test,8
2026-05-30,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-05-31,NMB,facebook,paid_social,Campaign #17 - old test,4
2026-06-01,NMB,facebook,paid_social,Campaign #17 - old test,7
2026-06-02,NMB,facebook,paid_social,Campaign #17 - old test,6
2026-06-03,NMB,facebook,paid_social,Campaign #17 - old test,5
