lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-80926,2026-07-01 16:34:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77796,2026-05-30 19:01:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-76850,2026-07-10 22:33:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-80602,2026-05-18 21:08:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77477,2026-05-08 10:25:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-78358,2026-07-09 22:12:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-82204,2026-07-12 18:04:00,PKF,google,paid_social,(not set),Lead,
L-80513,2026-05-06 12:47:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-73836,2026-07-30 12:04:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-72401,2026-07-22 12:54:00,AUR,,,,Lead,
L-79823,2026-07-29 18:00:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79040,2026-07-23 11:25:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,MQL,
L-78587,2026-07-23 17:43:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-74424,2026-07-25 12:28:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-71655,2026-06-21 19:29:00,AUR,,,,Lead,
L-78418,2026-07-14 16:03:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-70071,2026-05-11 17:51:00,AUR,,,,SQL,
L-81954,2026-06-19 19:47:00,NMB,google,paid_social,(not set),MQL,
L-79214,2026-05-20 12:22:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-71377,2026-05-28 22:26:00,AUR,,,,Lead,
L-72755,2026-05-21 09:26:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-77692,2026-05-24 18:41:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-75434,2026-07-27 19:26:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71411,2026-05-29 11:45:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-79147,2026-05-09 20:52:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-74991,2026-06-19 22:54:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74415,2026-07-24 18:28:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-75359,2026-07-21 10:40:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-76793,2026-07-03 13:45:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-80954,2026-07-05 09:19:00,PKF,,,,MQL,
L-80650,2026-05-23 20:37:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-75122,2026-06-30 09:30:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80157,2026-05-12 11:57:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-76979,2026-07-30 20:02:00,AUR,,,,Lead,
L-75290,2026-07-17 09:36:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-77630,2026-05-20 22:06:00,PKF,,,,MQL,
L-73709,2026-07-20 21:12:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-73219,2026-06-20 09:50:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74134,2026-06-11 11:21:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-77479,2026-05-08 09:34:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,5200
L-81392,2026-05-01 19:17:00,PKF,,,,Closed Won,8800
L-77234,2026-06-26 13:55:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-74136,2026-06-12 11:29:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-77308,2026-07-12 16:41:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-78890,2026-06-16 11:55:00,PKF,Google Ads,cpc,pkf|nonbrand|search|may26,Lead,
L-75740,2026-05-31 17:10:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77763,2026-05-30 12:26:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-76896,2026-07-18 14:40:00,AUR,,,,MQL,
L-76048,2026-07-07 17:46:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-80203,2026-05-25 15:05:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-78569,2026-07-23 21:50:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,8800
L-71441,2026-05-30 11:14:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-75128,2026-06-30 14:22:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-79804,2026-07-23 21:27:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-77682,2026-05-23 16:39:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-81906,2026-06-15 22:59:00,NMB,google,paid_social,(not set),Lead,
L-76716,2026-06-25 21:13:00,AUR,,,,Lead,
L-74096,2026-06-04 09:28:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,SQL,
L-74794,2026-06-02 17:33:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70171,2026-05-21 22:43:00,AUR,,,,Lead,
L-75242,2026-07-12 08:36:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73975,2026-05-16 21:30:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-73767,2026-07-26 21:43:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74564,2026-05-10 15:43:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72909,2026-06-01 13:51:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-76785,2026-07-03 22:38:00,AUR,,,,Lead,
L-72071,2026-07-25 08:04:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-74077,2026-06-03 16:51:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,SQL,
L-70177,2026-05-20 11:36:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-79967,2026-06-19 08:20:00,NMB,google,cpc,NMB_US_PMax_2026Q2,MQL,
L-73892,2026-05-07 20:30:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-74759,2026-05-29 16:55:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-79152,2026-05-12 22:04:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-70448,2026-06-15 16:49:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-79437,2026-06-15 20:43:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-77239,2026-06-27 15:02:00,AUR,,,,Lead,
L-70727,2026-07-06 20:27:00,AUR,,,,Lead,
L-75635,2026-05-17 10:42:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-79115,2026-05-06 15:18:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-70102,2026-05-14 10:22:00,AUR,,,,Lead,
L-70140,2026-05-18 12:12:00,AUR,,,,Lead,
L-77275,2026-07-04 13:31:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-71811,2026-07-03 22:04:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77176,2026-06-10 09:44:00,AUR,,,,MQL,
L-73982,2026-05-16 15:23:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-77983,2026-06-12 13:11:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-75875,2026-06-15 12:38:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77913,2026-06-11 14:19:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,8800
L-75066,2026-06-24 09:57:00,NMB,,,,MQL,
L-70636,2026-07-02 18:09:00,AUR,,,,Lead,
L-72521,2026-05-07 21:42:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-78096,2026-06-20 21:25:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80512,2026-05-04 17:21:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-73474,2026-07-07 18:33:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,SQL,
L-75374,2026-07-23 17:48:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-75256,2026-07-12 12:21:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-77174,2026-06-09 19:56:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-71845,2026-07-08 22:50:00,AUR,,,,Lead,
L-75081,2026-06-28 18:49:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Closed Won,5200
L-78360,2026-07-09 17:25:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81016,2026-07-12 12:25:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-73671,2026-07-17 17:27:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-80270,2026-06-10 18:24:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-79945,2026-06-07 12:44:00,NMB,adwords,cpc,NMB_US_PMax_2026Q2,Lead,
L-80833,2026-06-17 19:25:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-72695,2026-05-18 12:01:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-81303,2026-06-28 15:11:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-71507,2026-06-07 10:10:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-79751,2026-07-19 19:10:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-70945,2026-07-23 14:21:00,AUR,,,,Lead,
L-82006,2026-06-24 17:31:00,PKF,google,paid_social,(not set),Lead,
L-73263,2026-06-24 18:11:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71364,2026-05-26 22:28:00,AUR,,,,Lead,
L-79002,2026-07-13 08:35:00,PKF,google,cpc,pkf|nonbrand|search|may26,SQL,
L-77397,2026-05-02 20:00:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-74470,2026-05-03 20:31:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78575,2026-07-23 15:22:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70625,2026-06-29 19:08:00,AUR,,,,Lead,
L-81124,2026-07-26 20:32:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-77090,2026-05-21 21:31:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-75801,2026-06-06 17:41:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-79646,2026-07-08 16:05:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76176,2026-07-19 18:53:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76085,2026-07-10 09:08:00,NMB,,,,Lead,
L-75906,2026-06-20 19:19:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-73655,2026-07-17 19:24:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,SQL,
L-79826,2026-07-28 15:01:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-71281,2026-05-20 22:32:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-79503,2026-06-24 13:50:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-73450,2026-07-03 19:39:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-71276,2026-05-17 19:09:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-71977,2026-07-19 15:41:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-73984,2026-05-16 09:32:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-75732,2026-05-30 14:58:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-79738,2026-07-18 08:30:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-70041,2026-05-05 22:36:00,AUR,,,,Lead,
L-73231,2026-06-22 10:46:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-75898,2026-06-19 19:29:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-81047,2026-07-15 20:50:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-81740,2026-05-31 20:52:00,NMB,google,paid_social,(not set),MQL,
L-73020,2026-06-08 11:05:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-79087,2026-05-01 19:57:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-73102,2026-06-14 13:04:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-79872,2026-05-03 13:48:00,NMB,google,cpc,NMB_US_PMax_2026Q2,SQL,
L-70656,2026-07-03 19:03:00,AUR,,,,MQL,
L-75140,2026-07-03 15:23:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74069,2026-06-01 13:50:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-71665,2026-06-22 20:33:00,AUR,,,,Lead,
L-74435,2026-07-25 12:49:00,PKF,paid_social,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-76566,2026-06-04 09:57:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-81673,2026-05-26 17:09:00,AUR,,,,SQL,
L-71670,2026-06-20 19:02:00,AUR,,,,Lead,
L-71850,2026-07-08 21:23:00,AUR,,,,MQL,
L-72983,2026-06-04 16:21:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-71467,2026-06-04 22:48:00,AUR,,,,Lead,
L-78531,2026-07-20 08:20:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80878,2026-06-24 21:57:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-78303,2026-07-05 10:49:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71953,2026-07-17 10:40:00,AUR,,,,Lead,
L-70697,2026-07-04 17:34:00,AUR,,,,Lead,
L-75098,2026-06-28 22:07:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-81397,2026-05-01 11:47:00,PKF,google,paid_social,(not set),Lead,
L-75012,2026-06-19 20:42:00,NMB,,,,Lead,
L-72744,2026-05-21 08:07:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-78802,2026-05-26 13:45:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-80289,2026-06-16 10:46:00,AUR,,,,Lead,
L-73689,2026-07-18 09:18:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-75104,2026-06-28 09:05:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-75062,2026-06-23 21:54:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72669,2026-05-16 13:31:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-70557,2026-06-24 16:15:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-78031,2026-06-16 10:07:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-80576,2026-05-13 18:55:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-72024,2026-07-21 22:45:00,AUR,,,,Lead,
L-70808,2026-07-14 09:06:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-76602,2026-06-12 14:36:00,AUR,,,,MQL,
L-75599,2026-05-14 20:41:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-77011,2026-05-03 19:03:00,AUR,,,,MQL,
L-80423,2026-07-13 11:26:00,AUR,,,,Lead,
L-71598,2026-06-15 14:25:00,AUR,,,,MQL,
L-79328,2026-06-04 19:50:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-70345,2026-06-05 13:16:00,AUR,,,,Lead,
L-70355,2026-06-07 18:58:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-75094,2026-06-28 14:11:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-73195,2026-06-19 15:19:00,PKF,,,,Lead,
L-70610,2026-06-27 09:40:00,AUR,,,,Lead,
L-77087,2026-05-21 21:31:00,AUR,,,,MQL,
L-76157,2026-07-17 17:47:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,SQL,
L-79272,2026-05-25 08:35:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-81402,2026-05-02 08:04:00,PKF,google,paid_social,(not set),MQL,
L-80725,2026-06-03 10:41:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-73594,2026-07-12 20:37:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-76689,2026-06-22 16:14:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-78525,2026-07-21 19:14:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-73189,2026-06-19 17:57:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-73359,2026-06-29 11:57:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-72169,2026-05-19 16:53:00,AUR,paid_social,paid_social,aurelia|prospecting|meta|may26,Lead,
L-74591,2026-05-14 21:20:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-80339,2026-06-25 11:08:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-82416,2026-07-31 16:33:00,PKF,google,paid_social,(not set),MQL,
L-81263,2026-06-07 18:57:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,Lead,
L-71702,2026-06-24 13:08:00,AUR,,,,Lead,
L-70833,2026-07-16 08:54:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-70101,2026-05-13 10:08:00,AUR,,,,MQL,
L-71830,2026-07-05 17:15:00,AUR,,,,SQL,
L-74000,2026-05-21 17:04:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-72667,2026-05-14 11:06:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,SQL,
L-70228,2026-05-24 19:18:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Closed Won,5200
L-71418,2026-05-29 19:23:00,AUR,,,,SQL,
L-73768,2026-07-24 22:19:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-70999,2026-07-28 15:23:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72157,2026-05-12 21:02:00,AUR,,,,Lead,
L-72182,2026-05-22 18:29:00,AUR,,,,Lead,
L-74709,2026-05-23 16:20:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-81350,2026-07-16 15:25:00,NMB,,,,MQL,
L-70080,2026-05-09 14:20:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-70526,2026-06-22 13:57:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-80141,2026-05-06 09:59:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-72493,2026-05-06 17:46:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-81438,2026-05-05 18:35:00,PKF,google,paid_social,(not set),SQL,
L-74685,2026-05-23 17:49:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Closed Won,5200
L-78581,2026-07-24 21:05:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80006,2026-07-11 10:50:00,NMB,google,cpc,NMB_US_PMax_2026Q2,MQL,
L-78467,2026-07-17 11:08:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-75461,2026-07-29 12:46:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70853,2026-07-18 19:15:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72146,2026-05-11 16:11:00,AUR,,,,Lead,
L-70938,2026-07-21 20:00:00,AUR,,,,MQL,
L-82373,2026-07-27 12:57:00,NMB,google,paid_social,(not set),Lead,
L-76360,2026-05-08 22:58:00,AUR,,,,MQL,
L-80568,2026-05-11 12:38:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-79262,2026-05-24 22:57:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-75026,2026-06-21 14:40:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-75790,2026-06-06 10:43:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-72621,2026-05-13 20:08:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-76268,2026-07-29 22:36:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76848,2026-07-11 20:06:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-70446,2026-06-15 15:38:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-70599,2026-06-28 22:28:00,AUR,,,,Lead,
L-72442,2026-07-31 21:44:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,MQL,
L-73917,2026-05-08 20:29:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-72908,2026-05-31 08:23:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-74308,2026-07-06 13:54:00,PKF,,,,SQL,
L-81253,2026-06-05 13:41:00,NMB,,,,Lead,
L-73637,2026-07-15 16:16:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-81493,2026-05-10 08:32:00,PKF,google,paid_social,(not set),Lead,
L-75964,2026-06-27 12:30:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76200,2026-07-24 14:11:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76395,2026-05-15 15:38:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-81889,2026-06-14 17:17:00,AUR,google,paid_social,(not set),SQL,
L-73732,2026-07-23 19:11:00,PKF,,,,Lead,
L-73112,2026-06-14 08:38:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-79416,2026-06-11 22:04:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-75631,2026-05-17 09:12:00,NMB,,,,MQL,
L-77469,2026-05-09 11:04:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81508,2026-05-12 23:59:00,AUR,,,,SQL,
L-82131,2026-07-06 22:05:00,AUR,google,paid_social,(not set),Lead,
L-75602,2026-05-15 09:12:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-75232,2026-07-12 21:19:00,NMB,,,,MQL,
L-74160,2026-06-16 22:05:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-80955,2026-07-04 21:55:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-74472,2026-05-03 08:17:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-81554,2026-05-15 18:14:00,PKF,,,,SQL,
L-73561,2026-07-12 11:11:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-70426,2026-06-15 16:00:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-77215,2026-06-19 22:12:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Closed Won,8800
L-75226,2026-07-10 09:46:00,NMB,,,,Lead,
L-74561,2026-05-11 18:32:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78646,2026-07-26 09:16:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-70192,2026-05-22 20:51:00,AUR,,,,MQL,
L-75007,2026-06-18 18:50:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70955,2026-07-24 09:37:00,AUR,,,,Lead,
L-70464,2026-06-16 17:37:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-81714,2026-05-29 09:51:00,AUR,,,,Lead,
L-75569,2026-05-10 16:16:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-76458,2026-05-22 17:04:00,AUR,,,,Lead,
L-78933,2026-06-25 12:08:00,PKF,google,cpc,pkf|nonbrand|search|may26,MQL,
L-71164,2026-05-10 19:25:00,AUR,,,,MQL,
L-71801,2026-07-03 08:26:00,AUR,,,,Lead,
L-77465,2026-05-07 17:38:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-81726,2026-05-30 23:58:00,PKF,google,paid_social,(not set),Lead,
L-73445,2026-07-05 12:19:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-72891,2026-05-29 13:37:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-81494,2026-05-10 19:16:00,PKF,google,paid_social,(not set),Lead,
L-71965,2026-07-18 16:15:00,AUR,,,,Lead,
L-80761,2026-06-05 12:41:00,PKF,,,,Lead,
L-73627,2026-07-14 20:47:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-71733,2026-06-28 16:32:00,AUR,,,,SQL,
L-81944,2026-06-18 09:23:00,NMB,google,paid_social,(not set),MQL,
L-73572,2026-07-11 21:29:00,PKF,,,,Lead,
L-81928,2026-06-17 22:15:00,PKF,,,,Lead,
L-75654,2026-05-21 22:19:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
