date,campaign_id,campaign_name,impressions,clicks,spend,conversions,extracted_at
2026-06-20,F-1003,aurelia|prospecting|meta|may26,8866,82,92.38,1,2026-08-01 03:12:44
2026-06-21,F-1003,aurelia|prospecting|meta|may26,9161,94,92.83,1,2026-08-01 03:12:44
2026-06-22,F-1003,aurelia|prospecting|meta|may26,13303,123,130.3,5,2026-08-01 03:12:44
2026-06-23,F-1003,aurelia|prospecting|meta|may26,16694,161,159.95,4,2026-08-01 03:12:44
2026-06-24,F-1003,aurelia|prospecting|meta|may26,17651,195,159.05,6,2026-08-01 03:12:44
2026-06-25,F-1003,aurelia|prospecting|meta|may26,14988,139,140.16,6,2026-08-01 03:12:44
2026-06-26,F-1003,aurelia|prospecting|meta|may26,12038,111,119.64,2,2026-08-01 03:12:44
2026-06-27,F-1003,aurelia|prospecting|meta|may26,9815,87,90.91,4,2026-08-01 03:12:44
2026-06-28,F-1003,aurelia|prospecting|meta|may26,9009,86,81.86,1,2026-08-01 03:12:44
2026-06-29,F-1003,aurelia|prospecting|meta|may26,13212,131,132.77,2,2026-08-01 03:12:44
2026-06-30,F-1003,aurelia|prospecting|meta|may26,14304,124,128.52,2,2026-08-01 03:12:44
2026-07-01,F-1003,aurelia|prospecting|meta|may26,18260,180,163.8,7,2026-08-01 03:12:44
2026-07-02,F-1003,aurelia|prospecting|meta|may26,14414,148,146.36,5,2026-08-01 03:12:44
2026-07-03,F-1003,aurelia|prospecting|meta|may26,15401,169,135.14,5,2026-08-01 03:12:44
2026-07-04,F-1003,aurelia|prospecting|meta|may26,11674,116,116.51,1,2026-08-01 03:12:44
2026-07-05,F-1003,aurelia|prospecting|meta|may26,8748,78,84.57,0,2026-08-01 03:12:44
2026-07-06,F-1003,aurelia|prospecting|meta|may26,16199,139,155.82,7,2026-08-01 03:12:44
2026-07-07,F-1003,aurelia|prospecting|meta|may26,15401,147,155.76,2,2026-08-01 03:12:44
2026-07-08,F-1003,aurelia|prospecting|meta|may26,18509,202,163.1,0,2026-08-01 03:12:44
2026-07-09,F-1003,aurelia|prospecting|meta|may26,14480,136,144.28,0,2026-08-01 03:12:44
2026-07-10,F-1003,aurelia|prospecting|meta|may26,12992,122,112.77,0,2026-08-01 03:12:44
2026-07-11,F-1003,aurelia|prospecting|meta|may26,9900,108,102.64,0,2026-08-01 03:12:44
2026-07-12,F-1003,aurelia|prospecting|meta|may26,10711,106,105.54,2,2026-08-01 03:12:44
2026-07-13,F-1003,aurelia|prospecting|meta|may26,16842,175,166.45,2,2026-08-01 03:12:44
2026-07-14,F-1003,aurelia|prospecting|meta|may26,12718,111,122.79,1,2026-08-01 03:12:44
2026-07-15,F-1003,aurelia|prospecting|meta|may26,13270,133,131.23,6,2026-08-01 03:12:44
2026-07-16,F-1003,aurelia|prospecting|meta|may26,16817,182,169.65,8,2026-08-01 03:12:44
2026-07-17,F-1003,aurelia|prospecting|meta|may26,12506,123,126.17,2,2026-08-01 03:12:44
2026-07-18,F-1003,aurelia|prospecting|meta|may26,10003,87,90.19,3,2026-08-01 03:12:44
2026-07-19,F-1003,aurelia|prospecting|meta|may26,9802,97,85.61,4,2026-08-01 03:12:44
2026-07-20,F-1003,aurelia|prospecting|meta|may26,12736,134,129.66,2,2026-08-01 03:12:44
2026-07-21,F-1003,aurelia|prospecting|meta|may26,15309,169,152.88,2,2026-08-01 03:12:44
2026-07-22,F-1003,aurelia|prospecting|meta|may26,16088,157,148.29,2,2026-08-01 03:12:44
2026-07-23,F-1003,aurelia|prospecting|meta|may26,15109,159,144.67,6,2026-08-01 03:12:44
2026-07-24,F-1003,aurelia|prospecting|meta|may26,13590,139,137.05,4,2026-08-01 03:12:44
2026-07-25,F-1003,aurelia|prospecting|meta|may26,10548,117,109.0,2,2026-08-01 03:12:44
2026-07-26,F-1003,aurelia|prospecting|meta|may26,10623,108,97.14,4,2026-08-01 03:12:44
2026-07-27,F-1003,aurelia|prospecting|meta|may26,15920,154,146.05,7,2026-08-01 03:12:44
2026-07-28,F-1003,aurelia|prospecting|meta|may26,17224,195,163.55,5,2026-08-01 03:12:44
2026-07-29,F-1003,aurelia|prospecting|meta|may26,17325,147,150.61,4,2026-08-01 03:12:44
2026-07-29,F-1003,aurelia|prospecting|meta|may26,17325,147,168.9,6,2026-08-04 03:09:10
2026-07-30,F-1003,aurelia|prospecting|meta|may26,16091,171,125.6,1,2026-08-01 03:12:44
2026-07-30,F-1003,aurelia|prospecting|meta|may26,16091,171,142.19,2,2026-08-04 03:09:10
2026-07-31,F-1003,aurelia|prospecting|meta|may26,16014,170,134.01,3,2026-08-01 03:12:44
2026-07-31,F-1003,aurelia|prospecting|meta|may26,16014,170,153.87,4,2026-08-04 03:09:10
2026-05-01,F-1004,PeakFuel_US_Meta_Conversions,23513,245,239.32,15,2026-08-01 03:12:44
2026-05-02,F-1004,PeakFuel_US_Meta_Conversions,20425,244,189.78,9,2026-08-01 03:12:44
2026-05-03,F-1004,PeakFuel_US_Meta_Conversions,18060,206,158.44,14,2026-08-01 03:12:44
2026-05-04,F-1004,PeakFuel_US_Meta_Conversions,27285,286,250.08,10,2026-08-01 03:12:44
2026-05-05,F-1004,PeakFuel_US_Meta_Conversions,25434,317,250.98,14,2026-08-01 03:12:44
2026-05-06,F-1004,PeakFuel_US_Meta_Conversions,34244,438,303.89,20,2026-08-01 03:12:44
2026-05-07,F-1004,PeakFuel_US_Meta_Conversions,27187,299,267.69,12,2026-08-01 03:12:44
2026-05-08,F-1004,PeakFuel_US_Meta_Conversions,21918,266,206.66,12,2026-08-01 03:12:44
2026-05-09,F-1004,PeakFuel_US_Meta_Conversions,15077,202,155.22,14,2026-08-01 03:12:44
2026-05-10,F-1004,PeakFuel_US_Meta_Conversions,20259,267,183.94,16,2026-08-01 03:12:44
2026-05-11,F-1004,PeakFuel_US_Meta_Conversions,24463,266,219.0,19,2026-08-01 03:12:44
2026-05-12,F-1004,PeakFuel_US_Meta_Conversions,34467,435,299.27,14,2026-08-01 03:12:44
2026-05-13,F-1004,PeakFuel_US_Meta_Conversions,31085,396,311.04,17,2026-08-01 03:12:44
2026-05-14,F-1004,PeakFuel_US_Meta_Conversions,26402,334,228.63,18,2026-08-01 03:12:44
2026-05-15,F-1004,PeakFuel_US_Meta_Conversions,25373,314,232.93,15,2026-08-01 03:12:44
2026-05-16,F-1004,PeakFuel_US_Meta_Conversions,22946,242,216.16,13,2026-08-01 03:12:44
2026-05-17,F-1004,PeakFuel_US_Meta_Conversions,14703,186,154.2,5,2026-08-01 03:12:44
2026-05-18,F-1004,PeakFuel_US_Meta_Conversions,25753,350,248.76,30,2026-08-01 03:12:44
2026-05-19,F-1004,PeakFuel_US_Meta_Conversions,27535,296,275.01,18,2026-08-01 03:12:44
2026-05-20,F-1004,PeakFuel_US_Meta_Conversions,32910,377,287.62,20,2026-08-01 03:12:44
2026-05-21,F-1004,PeakFuel_US_Meta_Conversions,28151,346,269.09,24,2026-08-01 03:12:44
2026-05-22,F-1004,PeakFuel_US_Meta_Conversions,23137,316,242.96,13,2026-08-01 03:12:44
2026-05-23,F-1004,PeakFuel_US_Meta_Conversions,18656,226,166.6,11,2026-08-01 03:12:44
2026-05-24,F-1004,PeakFuel_US_Meta_Conversions,22759,240,204.4,12,2026-08-01 03:12:44
2026-05-25,F-1004,PeakFuel_US_Meta_Conversions,25787,263,226.74,17,2026-08-01 03:12:44
2026-05-26,F-1004,PeakFuel_US_Meta_Conversions,27763,301,263.74,12,2026-08-01 03:12:44
2026-05-27,F-1004,PeakFuel_US_Meta_Conversions,34801,397,308.68,19,2026-08-01 03:12:44
2026-05-28,F-1004,PeakFuel_US_Meta_Conversions,31401,402,307.67,20,2026-08-01 03:12:44
2026-05-29,F-1004,PeakFuel_US_Meta_Conversions,24342,264,236.44,10,2026-08-01 03:12:44
2026-05-30,F-1004,PeakFuel_US_Meta_Conversions,19913,205,207.71,15,2026-08-01 03:12:44
2026-05-31,F-1004,PeakFuel_US_Meta_Conversions,18316,217,177.83,8,2026-08-01 03:12:44
2026-06-01,F-1004,PeakFuel_US_Meta_Conversions,23958,310,226.02,15,2026-08-01 03:12:44
2026-06-02,F-1004,PeakFuel_US_Meta_Conversions,33338,379,317.22,18,2026-08-01 03:12:44
2026-06-03,F-1004,PeakFuel_US_Meta_Conversions,26814,353,236.42,10,2026-08-01 03:12:44
2026-06-04,F-1004,PeakFuel_US_Meta_Conversions,30723,371,301.59,18,2026-08-01 03:12:44
2026-06-05,F-1004,PeakFuel_US_Meta_Conversions,26226,305,228.55,17,2026-08-01 03:12:44
2026-06-06,F-1004,PeakFuel_US_Meta_Conversions,23772,316,213.38,16,2026-08-01 03:12:44
2026-06-07,F-1004,PeakFuel_US_Meta_Conversions,21628,286,199.23,15,2026-08-01 03:12:44
2026-06-08,F-1004,PeakFuel_US_Meta_Conversions,29075,387,306.75,21,2026-08-01 03:12:44
2026-06-09,F-1004,PeakFuel_US_Meta_Conversions,34273,353,327.01,14,2026-08-01 03:12:44
2026-06-10,F-1004,PeakFuel_US_Meta_Conversions,23761,275,238.44,16,2026-08-01 03:12:44
2026-06-11,F-1004,PeakFuel_US_Meta_Conversions,30732,384,269.27,15,2026-08-01 03:12:44
2026-06-12,F-1004,PeakFuel_US_Meta_Conversions,24298,331,216.08,20,2026-08-01 03:12:44
2026-06-13,F-1004,PeakFuel_US_Meta_Conversions,17363,191,159.76,10,2026-08-01 03:12:44
2026-06-14,F-1004,PeakFuel_US_Meta_Conversions,14878,155,155.13,9,2026-08-01 03:12:44
2026-06-14,F-1004,PeakFuel_US_Meta_Conversions,14878,155,155.13,9,2026-08-01 03:12:44
2026-06-15,F-1004,PKF_US_Meta_Conversions,35541,378,312.87,18,2026-08-01 03:12:44
2026-06-16,F-1004,PKF_US_Meta_Conversions,27620,329,252.7,16,2026-08-01 03:12:44
2026-06-17,F-1004,PKF_US_Meta_Conversions,30367,389,303.52,18,2026-08-01 03:12:44
2026-06-18,F-1004,PKF_US_Meta_Conversions,34598,428,322.15,32,2026-08-01 03:12:44
2026-06-19,F-1004,PKF_US_Meta_Conversions,30347,411,276.09,18,2026-08-01 03:12:44
2026-06-20,F-1004,PKF_US_Meta_Conversions,16821,210,166.8,9,2026-08-01 03:12:44
2026-06-21,F-1004,PKF_US_Meta_Conversions,22814,291,208.79,10,2026-08-01 03:12:44
2026-06-22,F-1004,PKF_US_Meta_Conversions,21944,265,221.34,20,2026-08-01 03:12:44
2026-06-23,F-1004,PKF_US_Meta_Conversions,32250,428,296.7,22,2026-08-01 03:12:44
2026-06-24,F-1004,PKF_US_Meta_Conversions,32602,356,287.69,21,2026-08-01 03:12:44
2026-06-25,F-1004,PKF_US_Meta_Conversions,29384,381,282.25,21,2026-08-01 03:12:44
2026-06-26,F-1004,PKF_US_Meta_Conversions,29058,361,293.94,21,2026-08-01 03:12:44
2026-06-27,F-1004,PKF_US_Meta_Conversions,18801,255,187.59,10,2026-08-01 03:12:44
2026-06-28,F-1004,PKF_US_Meta_Conversions,21513,284,197.96,22,2026-08-01 03:12:44
2026-06-29,F-1004,PKF_US_Meta_Conversions,29369,312,275.37,14,2026-08-01 03:12:44
2026-06-30,F-1004,PKF_US_Meta_Conversions,31911,335,302.54,14,2026-08-01 03:12:44
2026-07-01,F-1004,PKF_US_Meta_Conversions,27688,284,241.57,9,2026-08-01 03:12:44
2026-07-02,F-1004,PKF_US_Meta_Conversions,33508,396,300.58,14,2026-08-01 03:12:44
2026-07-03,F-1004,PKF_US_Meta_Conversions,24919,290,257.03,16,2026-08-01 03:12:44
2026-07-04,F-1004,PKF_US_Meta_Conversions,16940,186,175.39,10,2026-08-01 03:12:44
2026-07-05,F-1004,PKF_US_Meta_Conversions,18488,211,185.41,5,2026-08-01 03:12:44
2026-07-06,F-1004,PKF_US_Meta_Conversions,31184,373,290.06,24,2026-08-01 03:12:44
2026-07-07,F-1004,PKF_US_Meta_Conversions,28085,368,268.93,27,2026-08-01 03:12:44
2026-07-08,F-1004,PKF_US_Meta_Conversions,31085,366,282.78,0,2026-08-01 03:12:44
2026-07-09,F-1004,PKF_US_Meta_Conversions,29296,300,297.97,0,2026-08-01 03:12:44
2026-07-10,F-1004,PKF_US_Meta_Conversions,28859,304,287.07,0,2026-08-01 03:12:44
2026-07-11,F-1004,PKF_US_Meta_Conversions,22292,246,199.88,0,2026-08-01 03:12:44
2026-07-12,F-1004,PKF_US_Meta_Conversions,19666,255,188.01,13,2026-08-01 03:12:44
2026-07-13,F-1004,PKF_US_Meta_Conversions,28075,345,291.97,21,2026-08-01 03:12:44
2026-07-14,F-1004,PKF_US_Meta_Conversions,31334,386,271.58,13,2026-08-01 03:12:44
2026-07-15,F-1004,PKF_US_Meta_Conversions,37588,496,344.29,21,2026-08-01 03:12:44
2026-07-16,F-1004,PKF_US_Meta_Conversions,26413,283,253.57,14,2026-08-01 03:12:44
2026-07-17,F-1004,PKF_US_Meta_Conversions,26374,341,235.13,17,2026-08-01 03:12:44
2026-07-18,F-1004,PKF_US_Meta_Conversions,18884,202,191.8,16,2026-08-01 03:12:44
2026-07-19,F-1004,PKF_US_Meta_Conversions,15886,197,154.24,12,2026-08-01 03:12:44
2026-07-20,F-1004,PKF_US_Meta_Conversions,25506,261,262.17,18,2026-08-01 03:12:44
2026-07-21,F-1004,PKF_US_Meta_Conversions,29294,350,306.23,20,2026-08-01 03:12:44
2026-07-22,F-1004,PKF_US_Meta_Conversions,31584,366,301.35,18,2026-08-01 03:12:44
2026-07-23,F-1004,PKF_US_Meta_Conversions,23847,252,243.67,9,2026-08-01 03:12:44
2026-07-24,F-1004,PKF_US_Meta_Conversions,21230,238,223.53,15,2026-08-01 03:12:44
2026-07-25,F-1004,PKF_US_Meta_Conversions,18473,192,174.21,8,2026-08-01 03:12:44
2026-07-26,F-1004,PKF_US_Meta_Conversions,22074,232,206.25,11,2026-08-01 03:12:44
2026-07-27,F-1004,PKF_US_Meta_Conversions,26903,276,239.67,20,2026-08-01 03:12:44
2026-07-28,F-1004,PKF_US_Meta_Conversions,23789,244,247.96,15,2026-08-01 03:12:44
2026-07-29,F-1004,PKF_US_Meta_Conversions,30982,323,261.88,12,2026-08-01 03:12:44
2026-07-29,F-1004,PKF_US_Meta_Conversions,30982,323,297.54,16,2026-08-04 03:09:10
2026-07-30,F-1004,PKF_US_Meta_Conversions,26599,360,228.14,18,2026-08-01 03:12:44
2026-07-30,F-1004,PKF_US_Meta_Conversions,26599,360,254.59,22,2026-08-04 03:09:10
2026-07-31,F-1004,PKF_US_Meta_Conversions,30631,347,280.33,16,2026-08-01 03:12:44
2026-07-31,F-1004,PKF_US_Meta_Conversions,30631,347,310.03,22,2026-08-04 03:09:10
2026-05-01,F-1005,PeakFuel_CA_Meta_Prospecting,16470,196,147.29,6,2026-08-01 03:12:44
2026-05-02,F-1005,PeakFuel_CA_Meta_Prospecting,13429,131,117.77,5,2026-08-01 03:12:44
2026-05-03,F-1005,PeakFuel_CA_Meta_Prospecting,11679,123,118.98,5,2026-08-01 03:12:44
2026-05-04,F-1005,PeakFuel_CA_Meta_Prospecting,17023,159,177.05,10,2026-08-01 03:12:44
2026-05-05,F-1005,PeakFuel_CA_Meta_Prospecting,18828,218,178.66,7,2026-08-01 03:12:44
2026-05-06,F-1005,PeakFuel_CA_Meta_Prospecting,20326,215,176.25,10,2026-08-01 03:12:44
2026-05-07,F-1005,PeakFuel_CA_Meta_Prospecting,14690,183,143.87,8,2026-08-01 03:12:44
2026-05-08,F-1005,PeakFuel_CA_Meta_Prospecting,14637,162,130.95,6,2026-08-01 03:12:44
2026-05-09,F-1005,PeakFuel_CA_Meta_Prospecting,13072,130,113.46,3,2026-08-01 03:12:44
2026-05-10,F-1005,PeakFuel_CA_Meta_Prospecting,12466,140,116.25,6,2026-08-01 03:12:44
2026-05-11,F-1005,PeakFuel_CA_Meta_Prospecting,15611,195,159.05,8,2026-08-01 03:12:44
2026-05-12,F-1005,PeakFuel_CA_Meta_Prospecting,17943,204,168.3,7,2026-08-01 03:12:44
2026-05-13,F-1005,PeakFuel_CA_Meta_Prospecting,19798,250,177.15,10,2026-08-01 03:12:44
2026-05-14,F-1005,PeakFuel_CA_Meta_Prospecting,14374,181,142.05,8,2026-08-01 03:12:44
2026-05-15,F-1005,PeakFuel_CA_Meta_Prospecting,13486,159,124.02,2,2026-08-01 03:12:44
2026-05-16,F-1005,PeakFuel_CA_Meta_Prospecting,11247,121,106.67,9,2026-08-01 03:12:44
2026-05-17,F-1005,PeakFuel_CA_Meta_Prospecting,13638,158,120.06,5,2026-08-01 03:12:44
2026-05-18,F-1005,PeakFuel_CA_Meta_Prospecting,19068,220,170.84,8,2026-08-01 03:12:44
2026-05-19,F-1005,PeakFuel_CA_Meta_Prospecting,14093,135,146.26,6,2026-08-01 03:12:44
2026-05-20,F-1005,PeakFuel_CA_Meta_Prospecting,18642,177,189.25,8,2026-08-01 03:12:44
2026-05-21,F-1005,PeakFuel_CA_Meta_Prospecting,18071,200,176.59,9,2026-08-01 03:12:44
2026-05-22,F-1005,PeakFuel_CA_Meta_Prospecting,15634,147,160.58,6,2026-08-01 03:12:44
2026-05-23,F-1005,PeakFuel_CA_Meta_Prospecting,14310,175,127.74,7,2026-08-01 03:12:44
2026-05-24,F-1005,PeakFuel_CA_Meta_Prospecting,12289,128,109.38,6,2026-08-01 03:12:44
2026-05-25,F-1005,PeakFuel_CA_Meta_Prospecting,19955,221,174.88,14,2026-08-01 03:12:44
2026-05-26,F-1005,PeakFuel_CA_Meta_Prospecting,19222,196,187.04,7,2026-08-01 03:12:44
2026-05-27,F-1005,PeakFuel_CA_Meta_Prospecting,18394,202,175.06,8,2026-08-01 03:12:44
2026-05-28,F-1005,PeakFuel_CA_Meta_Prospecting,18243,206,183.25,9,2026-08-01 03:12:44
2026-05-29,F-1005,PeakFuel_CA_Meta_Prospecting,14212,137,149.94,5,2026-08-01 03:12:44
2026-05-30,F-1005,PeakFuel_CA_Meta_Prospecting,10268,98,100.35,6,2026-08-01 03:12:44
2026-05-31,F-1005,PeakFuel_CA_Meta_Prospecting,11130,138,113.74,9,2026-08-01 03:12:44
2026-06-01,F-1005,PeakFuel_CA_Meta_Prospecting,16539,167,169.92,5,2026-08-01 03:12:44
2026-06-02,F-1005,PeakFuel_CA_Meta_Prospecting,16649,168,171.39,11,2026-08-01 03:12:44
2026-06-03,F-1005,PeakFuel_CA_Meta_Prospecting,20844,263,200.86,11,2026-08-01 03:12:44
2026-06-04,F-1005,PeakFuel_CA_Meta_Prospecting,16188,183,147.98,6,2026-08-01 03:12:44
2026-06-05,F-1005,PeakFuel_CA_Meta_Prospecting,18296,172,172.71,7,2026-08-01 03:12:44
2026-06-06,F-1005,PeakFuel_CA_Meta_Prospecting,12574,126,121.76,7,2026-08-01 03:12:44
2026-06-07,F-1005,PeakFuel_CA_Meta_Prospecting,10929,116,103.05,1,2026-08-01 03:12:44
2026-06-08,F-1005,PeakFuel_CA_Meta_Prospecting,17612,218,175.87,10,2026-08-01 03:12:44
2026-06-09,F-1005,PeakFuel_CA_Meta_Prospecting,19706,201,180.4,8,2026-08-01 03:12:44
2026-06-10,F-1005,PeakFuel_CA_Meta_Prospecting,15117,162,152.18,8,2026-08-01 03:12:44
2026-06-11,F-1005,PeakFuel_CA_Meta_Prospecting,18832,177,184.77,5,2026-08-01 03:12:44
2026-06-12,F-1005,PeakFuel_CA_Meta_Prospecting,17975,202,183.47,9,2026-08-01 03:12:44
2026-06-13,F-1005,PeakFuel_CA_Meta_Prospecting,11725,126,117.98,8,2026-08-01 03:12:44
2026-06-14,F-1005,PeakFuel_CA_Meta_Prospecting,10009,116,105.48,4,2026-08-01 03:12:44
2026-06-14,F-1005,PeakFuel_CA_Meta_Prospecting,10009,116,105.48,4,2026-08-01 03:12:44
2026-06-15,F-1005,PKF_CA_Meta_Prospecting,18441,188,190.22,5,2026-08-01 03:12:44
2026-06-16,F-1005,PKF_CA_Meta_Prospecting,15099,158,145.58,7,2026-08-01 03:12:44
2026-06-17,F-1005,PKF_CA_Meta_Prospecting,17806,196,170.39,6,2026-08-01 03:12:44
2026-06-18,F-1005,PKF_CA_Meta_Prospecting,20781,207,192.25,8,2026-08-01 03:12:44
2026-06-19,F-1005,PKF_CA_Meta_Prospecting,16952,175,176.18,9,2026-08-01 03:12:44
2026-06-20,F-1005,PKF_CA_Meta_Prospecting,10241,107,102.37,3,2026-08-01 03:12:44
2026-06-21,F-1005,PKF_CA_Meta_Prospecting,10802,124,113.4,4,2026-08-01 03:12:44
2026-06-22,F-1005,PKF_CA_Meta_Prospecting,20608,226,182.65,4,2026-08-01 03:12:44
2026-06-23,F-1005,PKF_CA_Meta_Prospecting,17256,198,166.15,10,2026-08-01 03:12:44
2026-06-24,F-1005,PKF_CA_Meta_Prospecting,21382,220,207.46,10,2026-08-01 03:12:44
2026-06-25,F-1005,PKF_CA_Meta_Prospecting,18074,218,160.98,9,2026-08-01 03:12:44
2026-06-26,F-1005,PKF_CA_Meta_Prospecting,15506,174,159.26,7,2026-08-01 03:12:44
2026-06-27,F-1005,PKF_CA_Meta_Prospecting,14235,150,127.39,10,2026-08-01 03:12:44
2026-06-28,F-1005,PKF_CA_Meta_Prospecting,12152,135,108.72,8,2026-08-01 03:12:44
2026-06-29,F-1005,PKF_CA_Meta_Prospecting,18829,197,194.5,10,2026-08-01 03:12:44
2026-06-30,F-1005,PKF_CA_Meta_Prospecting,17540,173,171.39,4,2026-08-01 03:12:44
2026-07-01,F-1005,PKF_CA_Meta_Prospecting,21960,226,214.45,6,2026-08-01 03:12:44
2026-07-02,F-1005,PKF_CA_Meta_Prospecting,15442,192,156.33,6,2026-08-01 03:12:44
2026-07-03,F-1005,PKF_CA_Meta_Prospecting,17431,207,174.98,6,2026-08-01 03:12:44
2026-07-04,F-1005,PKF_CA_Meta_Prospecting,11905,140,113.18,4,2026-08-01 03:12:44
2026-07-05,F-1005,PKF_CA_Meta_Prospecting,13100,146,124.46,3,2026-08-01 03:12:44
2026-07-06,F-1005,PKF_CA_Meta_Prospecting,19097,198,171.78,10,2026-08-01 03:12:44
2026-07-07,F-1005,PKF_CA_Meta_Prospecting,22786,227,199.58,6,2026-08-01 03:12:44
2026-07-08,F-1005,PKF_CA_Meta_Prospecting,19479,189,191.88,0,2026-08-01 03:12:44
2026-07-09,F-1005,PKF_CA_Meta_Prospecting,17709,219,167.14,0,2026-08-01 03:12:44
2026-07-10,F-1005,PKF_CA_Meta_Prospecting,19552,245,192.55,0,2026-08-01 03:12:44
2026-07-11,F-1005,PKF_CA_Meta_Prospecting,12007,132,112.56,0,2026-08-01 03:12:44
2026-07-12,F-1005,PKF_CA_Meta_Prospecting,11712,120,105.17,2,2026-08-01 03:12:44
2026-07-13,F-1005,PKF_CA_Meta_Prospecting,14528,178,146.14,6,2026-08-01 03:12:44
2026-07-14,F-1005,PKF_CA_Meta_Prospecting,21687,213,216.31,7,2026-08-01 03:12:44
2026-07-15,F-1005,PKF_CA_Meta_Prospecting,16966,186,175.61,4,2026-08-01 03:12:44
2026-07-16,F-1005,PKF_CA_Meta_Prospecting,16822,157,165.71,8,2026-08-01 03:12:44
2026-07-17,F-1005,PKF_CA_Meta_Prospecting,19115,187,168.09,7,2026-08-01 03:12:44
2026-07-18,F-1005,PKF_CA_Meta_Prospecting,14174,140,142.25,6,2026-08-01 03:12:44
2026-07-19,F-1005,PKF_CA_Meta_Prospecting,11675,145,110.29,5,2026-08-01 03:12:44
2026-07-20,F-1005,PKF_CA_Meta_Prospecting,19986,229,186.8,6,2026-08-01 03:12:44
2026-07-21,F-1005,PKF_CA_Meta_Prospecting,17909,202,167.49,9,2026-08-01 03:12:44
2026-07-22,F-1005,PKF_CA_Meta_Prospecting,19580,225,199.82,11,2026-08-01 03:12:44
2026-07-23,F-1005,PKF_CA_Meta_Prospecting,22266,236,210.1,4,2026-08-01 03:12:44
2026-07-24,F-1005,PKF_CA_Meta_Prospecting,17331,193,178.28,3,2026-08-01 03:12:44
2026-07-25,F-1005,PKF_CA_Meta_Prospecting,11768,118,119.09,7,2026-08-01 03:12:44
2026-07-26,F-1005,PKF_CA_Meta_Prospecting,11594,110,118.15,3,2026-08-01 03:12:44
2026-07-27,F-1005,PKF_CA_Meta_Prospecting,18627,213,162.26,15,2026-08-01 03:12:44
2026-07-28,F-1005,PKF_CA_Meta_Prospecting,20982,200,185.35,12,2026-08-01 03:12:44
2026-07-29,F-1005,PKF_CA_Meta_Prospecting,23382,263,191.79,8,2026-08-01 03:12:44
2026-07-29,F-1005,PKF_CA_Meta_Prospecting,23382,263,222.27,10,2026-08-04 03:09:10
2026-07-30,F-1005,PKF_CA_Meta_Prospecting,20708,216,192.31,14,2026-08-01 03:12:44
2026-07-30,F-1005,PKF_CA_Meta_Prospecting,20708,216,213.31,18,2026-08-04 03:09:10
2026-07-31,F-1005,PKF_CA_Meta_Prospecting,15101,153,134.39,4,2026-08-01 03:12:44
2026-07-31,F-1005,PKF_CA_Meta_Prospecting,15101,153,147.49,5,2026-08-04 03:09:10
2026-05-01,F-1006,NMB_US_Meta_Prospecting_2026Q2,41888,405,377.89,12,2026-08-01 03:12:44
2026-05-02,F-1006,NMB_US_Meta_Prospecting_2026Q2,28186,302,259.0,11,2026-08-01 03:12:44
2026-05-03,F-1006,NMB_US_Meta_Prospecting_2026Q2,25940,238,254.79,3,2026-08-01 03:12:44
2026-05-04,F-1006,NMB_US_Meta_Prospecting_2026Q2,40480,453,379.18,12,2026-08-01 03:12:44
2026-05-05,F-1006,NMB_US_Meta_Prospecting_2026Q2,35525,302,338.21,10,2026-08-01 03:12:44
2026-05-06,F-1006,NMB_US_Meta_Prospecting_2026Q2,49676,492,480.45,9,2026-08-01 03:12:44
2026-05-07,F-1006,NMB_US_Meta_Prospecting_2026Q2,42985,452,414.59,10,2026-08-01 03:12:44
2026-05-08,F-1006,NMB_US_Meta_Prospecting_2026Q2,43231,495,386.68,10,2026-08-01 03:12:44
2026-05-09,F-1006,NMB_US_Meta_Prospecting_2026Q2,27475,287,243.1,6,2026-08-01 03:12:44
2026-05-10,F-1006,NMB_US_Meta_Prospecting_2026Q2,30488,288,294.42,7,2026-08-01 03:12:44
2026-05-11,F-1006,NMB_US_Meta_Prospecting_2026Q2,37196,364,336.69,8,2026-08-01 03:12:44
2026-05-12,F-1006,NMB_US_Meta_Prospecting_2026Q2,48920,529,443.94,13,2026-08-01 03:12:44
2026-05-13,F-1006,NMB_US_Meta_Prospecting_2026Q2,46300,469,484.99,10,2026-08-01 03:12:44
2026-05-14,F-1006,NMB_US_Meta_Prospecting_2026Q2,38370,407,389.68,13,2026-08-01 03:12:44
2026-05-15,F-1006,NMB_US_Meta_Prospecting_2026Q2,34195,380,337.47,9,2026-08-01 03:12:44
2026-05-16,F-1006,NMB_US_Meta_Prospecting_2026Q2,30594,342,314.14,6,2026-08-01 03:12:44
2026-05-17,F-1006,NMB_US_Meta_Prospecting_2026Q2,31559,277,299.26,5,2026-08-01 03:12:44
2026-05-18,F-1006,NMB_US_Meta_Prospecting_2026Q2,41057,367,410.04,7,2026-08-01 03:12:44
2026-05-19,F-1006,NMB_US_Meta_Prospecting_2026Q2,42522,414,420.66,11,2026-08-01 03:12:44
2026-05-20,F-1006,NMB_US_Meta_Prospecting_2026Q2,51995,504,476.76,11,2026-08-01 03:12:44
2026-05-21,F-1006,NMB_US_Meta_Prospecting_2026Q2,35002,374,364.75,4,2026-08-01 03:12:44
2026-05-22,F-1006,NMB_US_Meta_Prospecting_2026Q2,38471,438,380.42,15,2026-08-01 03:12:44
2026-05-23,F-1006,NMB_US_Meta_Prospecting_2026Q2,33930,383,296.79,13,2026-08-01 03:12:44
